budget,model,strategy,objective,solver,config,avg_decision_coverage,avg_density_phi,decision_D1_coverage,decision_D2_coverage,decision_D3_coverage,decision_D4_coverage,decision_D5_coverage,global_gr_coverage,redundancy_score,semantic_volume
750,NovaSearch/stella_en_1.5B_v5,prior,mmr,topk,prior/mmr/topk,0.4432587756323643,0.08561474246517667,0.4411161590933266,0.44378403756185697,0.4396627395707077,0.3772434863573401,0.4902193943100969,0.409382622319142,0.48334494682977786,-11.875260560509732
750,NovaSearch/stella_en_1.5B_v5,prior,graphcut,topk,prior/graphcut/topk,0.4432587756323643,0.08561474246517667,0.4411161590933266,0.44378403756185697,0.4396627395707077,0.3772434863573401,0.4902193943100969,0.409382622319142,0.48334494682977786,-11.875260560509732
750,NovaSearch/stella_en_1.5B_v5,prior,fl,topk,prior/fl/topk,0.4432587756323643,0.08561474246517667,0.4411161590933266,0.44378403756185697,0.4396627395707077,0.3772434863573401,0.4902193943100969,0.409382622319142,0.48334494682977786,-11.875260560509732
750,all-MiniLM-L6-v2,prior,mmr,greedy,prior/mmr/greedy,0.498573235236169,0.0744223988983991,0.4933164969502325,0.49014985674916156,0.5010667395197217,0.5193315470984359,0.4453438966274194,0.4818547655525576,0.02432661613331117,-0.05445282804952135
750,all-MiniLM-L6-v2,prior,graphcut,greedy,prior/graphcut/greedy,0.4937388227171401,0.07337413100912324,0.49010850518716104,0.49755199673967754,0.47477769870263775,0.4834121486727874,0.2862998183301498,0.47652160294615264,0.013785031357124439,-0.07992349261360876
750,all-MiniLM-L6-v2,prior,fl,greedy,prior/fl/greedy,0.7264261890101834,0.056701231176771644,0.7357755906853102,0.7248220890261655,0.7051961631221294,0.7093983088989069,0.5388904178515622,0.7404968514342988,0.29805281644089604,-0.8139738593251062
750,all-MiniLM-L6-v2,prior,mmr,cost_norm,prior/mmr/cost_norm,0.5196118827438493,0.07098388640245176,0.5270568448170297,0.5174387520184297,0.5027187741811541,0.4943738084020798,0.3530596482068964,0.5043029839246624,0.04044887475819845,-0.07639734806791651
750,all-MiniLM-L6-v2,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.5155296747716528,0.0691074721409746,0.5205292303355253,0.512270833760555,0.5094966694098173,0.48529840345000336,0.3530596482068964,0.500551506543879,0.026413680911918043,-0.08856197729056596
750,all-MiniLM-L6-v2,prior,fl,cost_norm,prior/fl/cost_norm,0.7655149995272371,0.05699509899746978,0.7713256145407326,0.764746152864815,0.750975446797931,0.7485478833090023,0.6280618386428531,0.7766894133568474,0.23585675372127093,-2.0132462275478074
750,all-MiniLM-L6-v2,prior,dpp,dpp,prior/dpp/dpp,0.34145536671958004,0.09651620621037371,0.3377422417404803,0.3495892273371051,0.33003923808282265,0.33987822557050695,0.3424540980966293,0.3137259404275728,0.16829215878190226,-0.41544193859686546
